DayOfWeek,Hour,Minute,Requests, Requests Length
6,17,48,59.0,295000
6,17,49,30.0,150000
6,17,50,41.0,205000
6,17,51,37.0,185000
6,17,52,36.0,180000
6,17,53,57.0,285000
6,17,54,51.0,255000
6,17,55,28.0,140000
6,17,56,52.0,260000
6,17,57,44.0,220000
6,17,58,47.0,235000
6,17,59,77.0,385000
6,18,0,44.0,220000
6,18,1,59.0,295000
6,18,2,62.0,310000
6,18,3,88.0,440000
6,18,4,81.0,405000
6,18,5,96.0,480000
6,18,6,42.0,210000
6,18,7,47.0,235000
6,18,8,62.0,310000
6,18,9,46.0,230000
6,18,10,35.0,175000
6,18,11,45.0,225000
6,18,12,48.0,240000
6,18,13,57.0,285000
6,18,14,57.0,285000
6,18,15,51.0,255000
6,18,16,58.0,290000
6,18,17,59.0,295000
6,18,18,66.0,330000
6,18,19,76.0,380000
6,18,20,69.0,345000
6,18,21,59.0,295000
6,18,22,60.0,300000
6,18,23,53.0,265000
6,18,24,49.0,245000
6,18,25,32.0,160000
6,18,26,38.0,190000
6,18,27,63.0,315000
6,18,28,68.0,340000
6,18,29,60.0,300000
6,18,30,50.0,250000
6,18,31,37.0,185000
6,18,32,77.0,385000
6,18,33,54.0,270000
6,18,34,53.0,265000
6,18,35,72.0,360000
6,18,36,54.0,270000
6,18,37,64.0,320000
6,18,38,56.0,280000
6,18,39,62.0,310000
6,18,40,72.0,360000
6,18,41,81.0,405000
6,18,42,58.0,290000
6,18,43,41.0,205000
6,18,44,34.0,170000
6,18,45,50.0,250000
6,18,46,45.0,225000
6,18,47,51.0,255000
6,18,48,40.0,200000
6,18,49,28.0,140000
6,18,50,36.0,180000
6,18,51,40.0,200000
6,18,52,41.0,205000
6,18,53,40.0,200000
6,18,54,34.0,170000
6,18,55,35.0,175000
6,18,56,32.0,160000
6,18,57,26.0,130000
6,18,58,30.0,150000
6,18,59,68.0,340000
6,19,0,45.0,225000
6,19,1,62.0,310000
6,19,2,50.0,250000
6,19,3,52.0,260000
6,19,4,28.0,140000
6,19,5,47.0,235000
6,19,6,53.0,265000
6,19,7,38.0,190000
6,19,8,25.0,125000
6,19,9,47.0,235000
6,19,10,44.0,220000
6,19,11,31.0,155000
6,19,12,49.0,245000
6,19,13,36.0,180000
6,19,14,48.0,240000
6,19,15,45.0,225000
6,19,16,55.0,275000
6,19,17,58.0,290000
6,19,18,66.0,330000
6,19,19,59.0,295000
6,19,20,58.0,290000
6,19,21,53.0,265000
6,19,22,42.0,210000
6,19,23,74.0,370000
6,19,24,80.0,400000
6,19,25,77.0,385000
6,19,26,49.0,245000
6,19,27,45.0,225000
6,19,28,42.0,210000
6,19,29,35.0,175000
6,19,30,68.0,340000
6,19,31,54.0,270000
6,19,32,60.0,300000
6,19,33,49.0,245000
6,19,34,42.0,210000
6,19,35,55.0,275000
6,19,36,46.0,230000
6,19,37,31.0,155000
6,19,38,49.0,245000
6,19,39,52.0,260000
6,19,40,39.0,195000
6,19,41,43.0,215000
6,19,42,37.0,185000
6,19,43,29.0,145000
6,19,44,26.0,130000
6,19,45,22.0,110000
6,19,46,56.0,280000
6,19,47,45.0,225000
6,19,48,41.0,205000
6,19,49,57.0,285000
6,19,50,46.0,230000
6,19,51,44.0,220000
6,19,52,45.0,225000
6,19,53,45.0,225000
6,19,54,75.0,375000
6,19,55,24.0,120000
6,19,56,42.0,210000
6,19,57,32.0,160000
6,19,58,45.0,225000
6,19,59,32.0,160000
6,20,0,52.0,260000
6,20,1,37.0,185000
6,20,2,42.0,210000
6,20,3,44.0,220000
6,20,4,49.0,245000
6,20,5,29.0,145000
6,20,6,33.0,165000
6,20,7,34.0,170000
6,20,8,51.0,255000
6,20,9,37.0,185000
6,20,10,30.0,150000
6,20,11,34.0,170000
6,20,12,59.0,295000
6,20,13,44.0,220000
6,20,14,89.0,445000
6,20,15,78.0,390000
6,20,16,67.0,335000
6,20,17,45.0,225000
6,20,18,56.0,280000
6,20,19,74.0,370000
6,20,20,58.0,290000
6,20,21,37.0,185000
6,20,22,35.0,175000
6,20,23,39.0,195000
6,20,24,57.0,285000
6,20,25,76.0,380000
6,20,26,57.0,285000
6,20,27,42.0,210000
6,20,28,32.0,160000
6,20,29,48.0,240000
6,20,30,46.0,230000
6,20,31,42.0,210000
6,20,32,70.0,350000
6,20,33,62.0,310000
6,20,34,42.0,210000
6,20,35,36.0,180000
6,20,36,33.0,165000
6,20,37,36.0,180000
6,20,38,37.0,185000
6,20,39,61.0,305000
6,20,40,50.0,250000
6,20,41,42.0,210000
6,20,42,34.0,170000
6,20,43,58.0,290000
6,20,44,50.0,250000
6,20,45,51.0,255000
6,20,46,45.0,225000
6,20,47,79.0,395000
6,20,48,67.0,335000
6,20,49,66.0,330000
6,20,50,44.0,220000
6,20,51,44.0,220000
6,20,52,48.0,240000
6,20,53,59.0,295000
6,20,54,42.0,210000
6,20,55,49.0,245000
6,20,56,49.0,245000
6,20,57,68.0,340000
6,20,58,60.0,300000
6,20,59,46.0,230000
6,21,0,29.0,145000
6,21,1,65.0,325000
6,21,2,65.0,325000
6,21,3,68.0,340000
6,21,4,81.0,405000
6,21,5,81.0,405000
6,21,6,64.0,320000
6,21,7,59.0,295000
6,21,8,41.0,205000
6,21,9,59.0,295000
6,21,10,64.0,320000
6,21,11,47.0,235000
6,21,12,45.0,225000
6,21,13,66.0,330000
6,21,14,55.0,275000
6,21,15,59.0,295000
6,21,16,75.0,375000
6,21,17,63.0,315000
6,21,18,70.0,350000
6,21,19,74.0,370000
6,21,20,85.0,425000
6,21,21,44.0,220000
6,21,22,53.0,265000
6,21,23,62.0,310000
6,21,24,89.0,445000
6,21,25,54.0,270000
6,21,26,60.0,300000
6,21,27,58.0,290000
6,21,28,54.0,270000
6,21,29,34.0,170000
6,21,30,64.0,320000
6,21,31,53.0,265000
6,21,32,51.0,255000
6,21,33,50.0,250000
6,21,34,50.0,250000
6,21,35,66.0,330000
6,21,36,49.0,245000
6,21,37,43.0,215000
6,21,38,63.0,315000
6,21,39,56.0,280000
6,21,40,60.0,300000
6,21,41,74.0,370000
6,21,42,44.0,220000
6,21,43,56.0,280000
6,21,44,51.0,255000
6,21,45,74.0,370000
6,21,46,53.0,265000
6,21,47,59.0,295000
6,21,48,58.0,290000
6,21,49,43.0,215000
6,21,50,34.0,170000
6,21,51,49.0,245000
6,21,52,52.0,260000
6,21,53,50.0,250000
6,21,54,46.0,230000
6,21,55,36.0,180000
6,21,56,58.0,290000
6,21,57,66.0,330000
6,21,58,67.0,335000
6,21,59,57.0,285000
6,22,0,76.0,380000
6,22,1,71.0,355000
6,22,2,58.0,290000
6,22,3,58.0,290000
6,22,4,57.0,285000
6,22,5,67.0,335000
6,22,6,60.0,300000
6,22,7,28.0,140000
6,22,8,35.0,175000
6,22,9,38.0,190000
6,22,10,52.0,260000
6,22,11,42.0,210000
6,22,12,86.0,430000
6,22,13,78.0,390000
6,22,14,61.0,305000
6,22,15,88.0,440000
6,22,16,64.0,320000
6,22,17,51.0,255000
6,22,18,52.0,260000
6,22,19,71.0,355000
6,22,20,61.0,305000
6,22,21,54.0,270000
6,22,22,57.0,285000
6,22,23,80.0,400000
6,22,24,46.0,230000
6,22,25,25.0,125000
6,22,26,35.0,175000
6,22,27,40.0,200000
6,22,28,57.0,285000
6,22,29,56.0,280000
6,22,30,78.0,390000
6,22,31,64.0,320000
6,22,32,60.0,300000
6,22,33,57.0,285000
6,22,34,31.0,155000
6,22,35,51.0,255000
6,22,36,56.0,280000
6,22,37,43.0,215000
6,22,38,17.0,85000
6,22,39,62.0,310000
6,22,40,48.0,240000
6,22,41,34.0,170000
6,22,42,64.0,320000
6,22,43,48.0,240000
6,22,44,66.0,330000
6,22,45,57.0,285000
6,22,46,45.0,225000
6,22,47,42.0,210000
6,22,48,49.0,245000
6,22,49,46.0,230000
6,22,50,68.0,340000
6,22,51,54.0,270000
6,22,52,39.0,195000
6,22,53,65.0,325000
6,22,54,64.0,320000
6,22,55,63.0,315000
6,22,56,56.0,280000
6,22,57,66.0,330000
6,22,58,50.0,250000
6,22,59,41.0,205000
6,23,0,66.0,330000
6,23,1,47.0,235000
6,23,2,41.0,205000
6,23,3,36.0,180000
6,23,4,61.0,305000
6,23,5,47.0,235000
6,23,6,30.0,150000
6,23,7,48.0,240000
6,23,8,40.0,200000
6,23,9,43.0,215000
6,23,10,74.0,370000
6,23,11,57.0,285000
6,23,12,32.0,160000
6,23,13,33.0,165000
6,23,14,46.0,230000
6,23,15,49.0,245000
6,23,16,26.0,130000
6,23,17,97.0,485000
6,23,18,64.0,320000
6,23,19,74.0,370000
6,23,20,68.0,340000
6,23,21,63.0,315000
6,23,22,63.0,315000
6,23,23,51.0,255000
6,23,24,50.0,250000
6,23,25,50.0,250000
6,23,26,65.0,325000
6,23,27,63.0,315000
6,23,28,56.0,280000
6,23,29,41.0,205000
6,23,30,70.0,350000
6,23,31,48.0,240000
6,23,32,35.0,175000
6,23,33,38.0,190000
6,23,34,27.0,135000
6,23,35,91.0,455000
6,23,36,63.0,315000
6,23,37,63.0,315000
6,23,38,55.0,275000
6,23,39,42.0,210000
6,23,40,37.0,185000
6,23,41,57.0,285000
6,23,42,51.0,255000
6,23,43,58.0,290000
6,23,44,76.0,380000
6,23,45,44.0,220000
6,23,46,11.0,55000
6,23,47,46.0,230000
6,23,48,22.0,110000
6,23,49,24.0,120000
6,23,50,42.0,210000
6,23,51,65.0,325000
6,23,52,48.0,240000
6,23,53,52.0,260000
6,23,54,11.0,55000
6,23,55,13.0,65000
6,23,56,16.0,80000
6,23,57,29.0,145000
6,23,58,31.0,155000
6,23,59,21.0,105000
7,0,0,52.0,260000
